disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
diabetic nephropathy,Diabetic nephropathy,"Diabetic nephropathy (DN), also known as diabetic kidney disease (DKD), is a chronic loss of kidney function in those with diabetes mellitus (diabetes), affecting approximately one quarter of adults in the United States. DN is the leading cause of chronic kidney disease (CKD) and end-stage kidney disease (ESKD) worldwide. The condition is commonly associated with proteinuria (protein in the urine), hypertension, and declining renal function over time.",albuminuria | [ | 1 | ] | peripheral edema | [ | 1 | ] | high blood pressure | [ | 1 | ] | tiredness | [ | 2 | ],16,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Nodular_glomerulosclerosis.jpeg/330px-Nodular_glomerulosclerosis.jpeg,data/images/diabetic_nephropathy.jpg
polycystic kidney disease,Polycystic kidney disease,"Polycystic kidney disease is a genetic disorder in which the renal tubules become structurally abnormal, resulting in the development and growth of multiple cysts within the kidney. These cysts may begin to develop in utero, in infancy, childhood, or in adulthood. Cysts are non-functioning tubules filled with fluid pumped into them, which range in size from microscopic to enormous, crushing adjacent normal tubules and eventually rendering them non-functional as well.",abdominal pain | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Polycystic_kidneys%2C_gross_pathology_CDC_PHIL.png/330px-Polycystic_kidneys%2C_gross_pathology_CDC_PHIL.png,data/images/polycystic_kidney_disease.jpg
nephrogenic diabetes insipidus,Nephrogenic diabetes insipidus,"Nephrogenic diabetes insipidus, also known as arginine vasopressin resistance (AVP-R) and previously known as renal diabetes insipidus, is a form of diabetes insipidus primarily due to pathology of the kidney. This is in contrast to central or neurogenic diabetes insipidus, which is caused by insufficient levels of vasopressin. Nephrogenic diabetes insipidus is caused by an improper response of the kidney to vasopressin (AVP), leading to a decrease in the ability of the kidney to concentrate the",polyuria | nocturia | and | polydipsia | .,5,,
kidney stone disease,Kidney stones,"Kidney stone disease or urinary stone disease is a crystallopathy that occurs when there is an excess of minerals in the urine and not enough liquid or hydration. This imbalance causes tiny crystals to aggregate and form hard masses, or calculi (stones), in the upper urinary tract. Because renal calculi typically form in the kidney, if small enough they may pass out of the urinary tract through the urine stream. A small calculus may pass without causing any symptoms. However, if a stone grows to",severe pain in the lower back or abdomen | blood in the urine | vomiting | nausea | [ | 3 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Nefrolit.jpg/330px-Nefrolit.jpg,data/images\Kidney_stone_disease.jpg
urinary tract infection,Urinary tract infection,"A urinary tract infection (UTI) is an infection that affects a part of the urinary tract, which includes the bladder, urethra and the kidney. Lower UTIs affect the bladder (cystitis) or urethra while upper UTIs affect the kidney (pyelonephritis). Symptoms from a lower UTI include burning or pain during urination, pain in the lower abdomen and the urge to urinate even when the bladder is empty. Symptoms of a kidney infection are more systemic and include fever or flank pain, usually in addition t",pain with | urination | frequent urination | cloudy urine | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pyuria.JPG/330px-Pyuria.JPG,data/images\Urinary_tract_infection.jpg
pyelonephritis,Pyelonephritis,"Pyelonephritis is inflammation of the kidney, typically due to a bacterial infection. Symptoms most often include fever and flank tenderness. Other symptoms may include nausea, burning with urination, and frequent urination. Complications may include pus around the kidney, sepsis, or kidney failure.",fever | flank tenderness | nausea | burning with urination | frequent urination | [ | 2 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Xanthogranulomatous_pyelonephritis_cd68.jpg/330px-Xanthogranulomatous_pyelonephritis_cd68.jpg,data/images\Pyelonephritis.jpg
urinary tract infection,Cystitis,"A urinary tract infection (UTI) is an infection that affects a part of the urinary tract, which includes the bladder, urethra and the kidney. Lower UTIs affect the bladder (cystitis) or urethra while upper UTIs affect the kidney (pyelonephritis). Symptoms from a lower UTI include burning or pain during urination, pain in the lower abdomen and the urge to urinate even when the bladder is empty. Symptoms of a kidney infection are more systemic and include fever or flank pain, usually in addition t",pain with | urination | frequent urination | cloudy urine | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pyuria.JPG/330px-Pyuria.JPG,data/images\Urinary_tract_infection.jpg
urethritis,Urethritis,"Urethritis is the inflammation of the urethra. The most common symptoms include painful or difficult urination and urethral discharge. It is a commonly treatable condition usually caused by infection with bacteria. This bacterial infection is often sexually transmitted, but not in every instance; it can be idiopathic, for example. Some incidence of urethritis can appear asymptomatic as well.",pain,1,,
bladder outlet obstruction,Bladder outlet obstruction,"Bladder outlet obstruction occurs when urine is unable to flow from the kidneys through the ureters and out of the bladder through the urethra. Decreased flow of urine leads to swelling of the urinary tract, called hydronephrosis. This process of decreased flow of urine through the urinary tract can begin as early as during intrauterine life and it prevents normal development of fetal kidneys and fetal urine. Low levels of fetal urine leads to low amniotic fluid levels and incomplete lung matura",swelling,1,,
benign prostatic hyperplasia,Benign prostatic hyperplasia,"Benign prostatic hyperplasia (BPH), also called prostate enlargement, is a noncancerous increase in size of the prostate gland. Symptoms may include frequent urination, trouble starting to urinate, weak stream, inability to urinate, or loss of bladder control. Complications can include urinary tract infections, bladder stones, and chronic kidney problems.",frequent urination | trouble starting to urinate | weak stream | inability to urinate | loss of bladder control | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Benign_Prostatic_Hyperplasia_nci-vol-7137-300.jpg/330px-Benign_Prostatic_Hyperplasia_nci-vol-7137-300.jpg,data/images\Benign_prostatic_hyperplasia.jpg
prostatitis,Prostatitis,"Prostatitis is an umbrella term for a variety of medical conditions that incorporate bacterial and non-bacterial origin illnesses in the pelvic region. In contrast with the plain meaning of the word, the diagnosis may not always include inflammation. Prostatitis is classified into acute, chronic, asymptomatic inflammatory prostatitis, and chronic pelvic pain syndrome.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Inflammation_of_prostate.jpg/330px-Inflammation_of_prostate.jpg,data/images\Prostatitis.jpg
overactive bladder,Overactive bladder,"Overactive bladder (OAB) is a common condition where there is a frequent feeling of needing to urinate to a degree that it negatively affects a person's life. Overactive bladder is characterized by a group of four symptoms: urgency, urinary frequency, nocturia, and urge incontinence.",frequent feeling of needing to | urinate | incontinence,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Illu_bladder.jpg/330px-Illu_bladder.jpg,data/images\Overactive_bladder.jpg
interstitial cystitis,Interstitial cystitis,"Interstitial cystitis (IC) or bladder pain syndrome (BPS), is chronic pain in the bladder and pelvic floor of unknown cause. Symptoms include feeling the need to urinate right away, needing to urinate often, bladder pain and pain with sex. IC/BPS is associated with depression and lower quality of life. Some of those affected also have irritable bowel syndrome and fibromyalgia.",chronic pain | of the bladder | feeling the need to urinate right away | needing to urinate often | pain with sex | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/JMedLife-03-167-g002.jpg/330px-JMedLife-03-167-g002.jpg,data/images\Interstitial_cystitis.jpg
anemia,Anemia,"Anemia is a blood disorder in which the blood has a reduced ability to carry oxygen. This can be due to a lower than normal number of red blood cells, a reduction in the amount of hemoglobin available for oxygen transport, or abnormalities in hemoglobin that impair its function.",feeling tired | pale skin | weakness | shortness of breath | feeling faint | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Iron_deficiency_anemia_blood_film.jpg/330px-Iron_deficiency_anemia_blood_film.jpg,data/images\Anemia.jpg
iron-deficiency anemia,Iron deficiency anemia,"Iron-deficiency anemia is anemia caused by a lack of iron. Anemia is defined as a decrease in the number of red blood cells or the amount of hemoglobin in the blood. When onset is slow, symptoms are often vague, such as feeling tired, weak, short of breath, or having decreased ability to exercise. Anemia that comes on quickly often has more severe symptoms, including confusion, feeling like one is going to pass out or increased thirst. Anemia is typically significant before a person becomes noti",feeling tired | weakness | shortness of breath | confusion | pallor | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Iron_deficiency_anemia.jpg/330px-Iron_deficiency_anemia.jpg,data/images\Iron-deficiency_anemia.jpg
vitamin b12 deficiency,Vitamin B12 deficiency,"Vitamin B12 deficiency, also known as cobalamin deficiency, is the medical condition in which the blood and tissues have a lower than normal level of vitamin B12.",decreased ability to think | feeling tired | depression | irritability | abnormal sensations | changes in reflexes | [ | 1 | ] | [ | 2 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/VitB12DefFull.jpg/330px-VitB12DefFull.jpg,data/images\Vitamin_B12_deficiency.jpg
folate deficiency,Folate deficiency anemia,"Folate deficiency, also known as vitamin B9 deficiency, is a low level of folate and derivatives in the body. This may result in megaloblastic anemia in which red blood cells become abnormally large, and folate deficiency anemia is the term given for this medical condition. Signs of folate deficiency are often subtle. Symptoms may include fatigue, heart palpitations, shortness of breath, feeling faint, open sores on the tongue, loss of appetite, changes in the color of the skin or hair, irritabi",feeling tired | shortness of breath | irritability | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Folic_acid_structure.svg/330px-Folic_acid_structure.svg.png,data/images\Folate_deficiency.jpg
